provider,latitude,longitude,parameter
airnow,34.075687,-81.124988,pm2.5
airnow,34.955566,-81.924797,pm2.5
airnow,34.9127,-80.8745,pm2.5
airnow,44.348604,-96.807299,pm2.5
airnow,45.468596,-98.494061,pm2.5
airnow,42.78943,-96.90383,pm2.5
airnow,44.89965,-97.128802,pm2.5
airnow,43.55764,-103.48386,pm2.5
airnow,44.373786,-100.287269,pm2.5
airnow,43.74561,-101.941218,pm2.5
airnow,43.59901,-96.78331,pm2.5
airnow,44.087397,-103.273777,pm2.5
airnow,35.768847,-83.942152,pm2.5
airnow,36.176382,-86.7389,pm2.5
airnow,36.1424,-86.7341,pm2.5
airnow,36.05266,-89.382157,pm2.5
airnow,35.050918,-85.293019,pm2.5
airnow,35.980675,-83.925773,pm2.5
airnow,35.978074,-83.950666,pm2.5
airnow,36.019186,-83.87381,pm2.5
airnow,35.116878,-87.419725,pm2.5
airnow,35.721095,-84.343035,pm2.5
airnow,35.450115,-84.596195,pm2.5
airnow,35.705319,-88.81964,pm2.5
airnow,35.65188,-87.0096,pm2.5
airnow,36.611411,-87.384666,pm2.5
airnow,36.185702,-85.492107,pm2.5
airnow,35.939078,-84.542802,pm2.5
airnow,35.151699,-89.850249,pm2.5
airnow,36.538761,-82.521599,pm2.5
airnow,36.29756,-86.653137,pm2.5
airnow,29.162997,-98.589158,pm2.5
airnow,31.122419,-97.431052,pm2.5
airnow,29.51509,-98.620166,pm2.5
airnow,29.275381,-98.311692,pm2.5
airnow,29.423937,-98.580511,pm2.5
airnow,29.529432,-98.391403,pm2.5
airnow,29.635,-98.4177,pm2.5
airnow,33.436111,-94.07778,pm2.5
airnow,30.628333,-96.362777,pm2.5
airnow,29.30265,-103.17781,pm2.5
airnow,25.900911,-97.507783,pm2.5
airnow,26.0711,-97.1577,pm2.5
airnow,32.774262,-96.797686,pm2.5
airnow,32.820061,-96.860117,pm2.5
airnow,33.219069,-97.196284,pm2.5
airnow,31.870259,-102.334745,pm2.5
airnow,31.765685,-106.455227,pm2.5
airnow,31.746775,-106.402806,pm2.5
airnow,31.6675,-106.288,pm2.5
airnow,29.254474,-94.861289,pm2.5
airnow,29.901036,-95.326137,pm2.5
airnow,29.828086,-95.284096,pm2.5
airnow,29.695729,-95.499219,pm2.5
airnow,29.770698,-95.031232,pm2.5
airnow,29.723333,-95.635833,pm2.5
airnow,29.767997,-95.220582,pm2.5
airnow,29.733726,-95.257593,pm2.5
airnow,29.670025,-95.128508,pm2.5
airnow,29.583047,-95.015544,pm2.5
airnow,29.81453,-95.38769,pm2.5
airnow,32.669001,-94.167468,pm2.5
airnow,26.226343,-98.29085,pm2.5
airnow,26.288622,-98.152066,pm2.5
airnow,29.922894,-93.909018,pm2.5
airnow,29.863957,-94.317802,pm2.5
airnow,32.564968,-96.317687,pm2.5
airnow,27.422433,-97.300869,pm2.5
airnow,33.58553,-101.78698,pm2.5
airnow,28.704607,-100.451156,pm2.5
airnow,30.350302,-95.425128,pm2.5
airnow,32.031934,-96.399141,pm2.5
airnow,27.804489,-97.431553,pm2.5
airnow,27.811817,-97.465703,pm2.5
airnow,30.194167,-93.866944,pm2.5
airnow,35.201592,-101.909275,pm2.5
airnow,35.236736,-101.787405,pm2.5
airnow,32.80581,-97.356529,pm2.5
airnow,32.759154,-97.342332,pm2.5
airnow,32.664753,-97.337917,pm2.5
airnow,30.354944,-97.761803,pm2.5
airnow,30.263204,-97.712891,pm2.5
airnow,30.35386,-97.69166,pm2.5
airnow,27.599444,-99.533333,pm2.5
airnow,41.485007,-112.021476,pm2.5
airnow,41.842649,-111.852199,pm2.5
airnow,39.59575,-110.770111,pm2.5
airnow,40.902967,-111.884467,pm2.5
airnow,40.294178,-110.009732,pm2.5
airnow,38.566055,-109.53716,pm2.5
airnow,37.74743,-113.055525,pm2.5
airnow,40.598056,-111.894167,pm2.5
airnow,40.736389,-111.872222,pm2.5
airnow,40.78422,-111.931,pm2.5
airnow,40.496392,-112.036298,pm2.5
airnow,40.709762,-112.00876,pm2.5
airnow,40.777145,-111.945849,pm2.5
airnow,40.807897,-112.087717,pm2.5
airnow,40.766528,-111.82835,pm2.5
airnow,40.662961,-111.901851,pm2.5
airnow,40.60055,-112.35578,pm2.5
airnow,40.46471,-109.561472,pm2.5
airnow,40.341389,-111.713611,pm2.5
airnow,40.136378,-111.657936,pm2.5
airnow,40.497962,-111.39763,pm2.5
airnow,37.179125,-113.305096,pm2.5
airnow,41.303614,-111.987871,pm2.5
airnow,42.88759,-73.24984,pm2.5
airnow,44.52839,-72.86884,pm2.5
airnow,44.4762,-73.2106,pm2.5
airnow,43.608056,-72.982778,pm2.5
airnow,38.07657,-78.50397,pm2.5
airnow,37.34438,-77.25925,pm2.5
airnow,37.35748,-77.59355,pm2.5
airnow,38.77335,-77.10468,pm2.5
airnow,38.76835,-77.18347,pm2.5
airnow,39.28102,-78.08157,pm2.5
airnow,37.55652,-77.40027,pm2.5
airnow,39.02473,-77.48925,pm2.5
airnow,38.5231,-78.43471,pm2.5
airnow,37.28342,-79.88452,pm2.5
airnow,38.47753,-78.81952,pm2.5
airnow,37.103733,-76.387017,pm2.5
airnow,36.85555,-76.30135,pm2.5
airnow,37.59088,-77.46925,pm2.5
airnow,36.841883,-76.181233,pm2.5
airnow,45.64336,-122.58737,pm2.5
airnow,47.597222,-122.319722,pm2.5
airnow,47.55975,-122.338265,pm2.5
airnow,47.498535,-122.278385,pm2.5
airnow,47.568236,-122.308628,pm2.5
airnow,47.592675,-122.627397,pm2.5
airnow,46.99364,-120.545,pm2.5
airnow,48.165311,-118.9848,pm2.5
airnow,48.39999,-119.51896,pm2.5
airnow,47.22634,-122.46256,pm2.5
airnow,47.1864,-122.4517,pm2.5
airnow,47.2656,-122.3858,pm2.5
airnow,48.52059,-122.61428,pm2.5
airnow,48.2469,-121.6031,pm2.5
airnow,47.893611,-122.269722,pm2.5
airnow,48.054315,-122.171529,pm2.5
airnow,47.663962,-117.257654,pm2.5
airnow,48.544448,-117.903425,pm2.5
airnow,48.760036,-122.456463,pm2.5
airnow,46.31932,-119.999677,pm2.5
airnow,46.598052,-120.512283,pm2.5
airnow,46.38024,-120.33266,pm2.5
airnow,40.394651,-80.611813,pm2.5
airnow,38.410242,-82.432436,pm2.5
airnow,40.427372,-80.592318,pm2.5
airnow,38.346258,-81.621161,pm2.5
airnow,39.915961,-80.733858,pm2.5
airnow,46.60234,-90.65615,pm2.5
airnow,44.50729,-87.99344,pm2.5
airnow,43.10101,-89.35768,pm2.5
airnow,43.0733,-89.4358,pm2.5
airnow,43.46611,-88.62111,pm2.5
airnow,44.76249,-91.41445,pm2.5
airnow,45.56498,-88.80859,pm2.5
airnow,42.69302,-90.69813,pm2.5
airnow,44.334686,-90.792025,pm2.5
airnow,42.50472,-87.8093,pm2.5
airnow,44.70735,-89.77192,pm2.5
airnow,43.01724,-87.93369,pm2.5
airnow,42.93257,-87.93434,pm2.5
airnow,44.020855,-90.40164,pm2.5
airnow,44.30738,-88.39509,pm2.5
airnow,43.4983,-87.8102,pm2.5
airnow,43.4351,-89.67979,pm2.5
airnow,43.020075,-88.21507,pm2.5
airnow,41.308825,-105.54913,pm2.5
airnow,44.288005,-105.517022,pm2.5
airnow,42.529999,-108.720003,pm2.5
airnow,43.081667,-107.549444,pm2.5
airnow,42.842168,-108.736281,pm2.5
airnow,41.08536,-104.52277,pm2.5
airnow,41.182227,-104.778334,pm2.5
airnow,41.783083,-110.53788,pm2.5
airnow,42.82231,-106.36501,pm2.5
airnow,44.524568,-109.06926,pm2.5
airnow,44.815142,-106.955933,pm2.5
airnow,44.803888,-106.961388,pm2.5
airnow,42.869824,-109.87076,pm2.5
airnow,41.592536,-109.220852,pm2.5
airnow,41.588856,-109.237842,pm2.5
airnow,43.45776,-110.79799,pm2.5
airnow,44.373056,-110.830833,pm2.5
airnow,44.007919,-107.956965,pm2.5
airnow,18.420089,-66.150615,pm2.5
airnow,31.291293,-110.951513,pm2.5
airnow,40.41883,-105.12796,no2
airnow,42.767786,-86.148577,no2
airnow,38.940794,-94.578508,no2
airnow,41.705226,-76.512726,no2
airnow,29.485125,-98.531422,no2
airnow,47.55975,-122.338265,no2
airnow,43.274208,-107.691767,no2
airnow,40.41883,-105.12796,ozone
airnow,27.75704,-82.6618,ozone
airnow,42.021314,-88.282985,ozone
airnow,38.9349,-95.2309,ozone
airnow,37.771671,-87.055819,ozone
airnow,37.714513,-85.878227,ozone
airnow,40.915555,-98.378888,ozone
airnow,34.745832,-98.967698,ozone
airnow,33.880812,-97.275896,ozone
airnow,43.274208,-107.691767,ozone
airnow,33.578333,-86.773889,pm2.5
airnow,64.84569,-147.727413,pm2.5
airnow,37.26842,-107.009659,pm2.5
airnow,38.43829,-105.24504,pm2.5
airnow,40.485201,-106.831625,pm2.5
airnow,37.937872,-107.813061,pm2.5
airnow,27.75704,-82.6618,pm2.5
airnow,28.090299,-82.700707,pm2.5
airnow,41.670992,-87.732457,pm2.5
airnow,41.687165,-87.539315,pm2.5
airnow,41.7514,-87.713488,pm2.5
airnow,41.782766,-87.805377,pm2.5
airnow,41.864426,-87.748902,pm2.5
airnow,38.700632,-90.144763,pm2.5
airnow,37.988682,-87.531381,pm2.5
airnow,37.714513,-85.878227,pm2.5
airnow,37.89147,-84.58825,pm2.5
airnow,39.310833,-76.474444,pm2.5
airnow,42.26381,-71.405658,pm2.5
airnow,42.099699,-71.619399,pm2.5
airnow,45.008297,-93.277041,pm2.5
airnow,38.940794,-94.578508,pm2.5
airnow,47.029396,-122.821548,pm2.5
airnow,43.274208,-107.691767,pm2.5
airnow,43.02421,-108.3637,pm2.5
